First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
Robert Jarosław,Iwaszkiewicz,Poland,-,EFDD,AGAINST,FOR,-,FOR,AGAINST,ABSTAINED,AGAINST,NOT PRESENT,KORWiN,Wolność,robertjaroslaw.iwaszkiewicz@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124886/_home.html
Danuta,Jazłowiecka,Poland,-,EPP,FOR - CORRECTED,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,danuta.jazlowiecka@europarl.europa.eu,DJazlowiecka,http://www.europarl.europa.eu/meps/en/96781/_home.html
Marek,Jurek,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawica Rzeczypospolitej,PR,marek.jurek@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124892/_home.html
Jarosław,Kalinowski,Poland,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,AGAINST,AGAINST,Polskie Stronnictwo Ludowe,PSL,jaroslaw.kalinowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96771/_home.html
Karol,Karski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,karol.karski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124887/_home.html
Sławomir,Kłosowski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,slawomir.klosowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/135541/_home.html
Agnieszka,Kozłowska-Rajewicz,Poland,-,EPP,FOR,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,agnieszka.kozlowska-rajewicz@europarl.europa.eu,AKRajewicz,http://www.europarl.europa.eu/meps/en/124889/_home.html
Zdzisław,Krasnodębski,Poland,-,ECR,AGAINST,FOR,-,FOR,ABSTAINED,AGAINST,AGAINST,NOT PRESENT,Independent,Independent,zdzislaw.krasnodebski@europarl.europa.eu,ZdzKrasnodebski,http://www.europarl.europa.eu/meps/en/124891/_home.html
Urszula,Krupa,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,urszula.krupa@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28334/_home.html
Barbara,Kudrycka,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Platforma Obywatelska,PO,barbara.kudrycka@europarl.europa.eu,BarbaraKudrycka,http://www.europarl.europa.eu/meps/en/28284/_home.html
Zbigniew,Kuźmiuk,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,zbigniew.kuzmiuk@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28389/_home.html
Ryszard Antoni,Legutko,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Prawo i Sprawiedliwość,PiS,biuro@rlegutko.pl,,http://www.europarl.europa.eu/meps/en/96796/_home.html
Janusz,Lewandowski,Poland,-,EPP,NOT PRESENT,FOR,-,AGAINST,ABSTAINED,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,janusz.lewandowski@europarl.europa.eu,J_Lewandowski,http://www.europarl.europa.eu/meps/en/23781/_home.html
Bogusław,Liberadzki,Poland,-,S&D,ABSTAINED,ABSTAINED,YES,AGAINST,FOR,AGAINST,AGAINST,ABSTAINED,Sojusz Lewicy Demokratycznej,SLD,boguslaw.liberadzki@europarl.europa.eu,BLiberadzki,http://www.europarl.europa.eu/meps/en/23768/_home.html
Elżbieta Katarzyna,Łukacijewska,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Platforma Obywatelska,PO,elzbieta.lukacijewska@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96791/_home.html
Krystyna,Łybacka,Poland,-,S&D,NOT PRESENT,NOT PRESENT,YES,AGAINST,FOR,AGAINST,ABSTAINED,AGAINST,Sojusz Lewicy Demokratycznej,SLD,krystyna.lybacka@europarl.europa.eu,KrystynaLybacka,http://www.europarl.europa.eu/meps/en/124883/_home.html
Michał,Marusik,Poland,-,ENF,AGAINST,FOR,-,FOR,ABSTAINED,AGAINST,AGAINST,AGAINST,Kongres Nowej Prawicy,KNP,michal.marusik@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124894/_home.html
Jan,Olbrycht,Poland,-,EPP,NOT PRESENT,FOR,-,AGAINST,NOT PRESENT,FOR,FOR,AGAINST,Platforma Obywatelska,PO,jan.olbrycht@europarl.europa.eu,JanOlbrycht,http://www.europarl.europa.eu/meps/en/28288/_home.html
Stanisław,Ożóg,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,stanislaw.ozog@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124897/_home.html
Bolesław G.,Piecha,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,boleslaw.piecha@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124874/_home.html
Mirosław,Piotrowski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,miroslaw.piotrowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28341/_home.html
Julia,Pitera,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,julia.pitera@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124898/_home.html
Marek,Plura,Poland,-,EPP,AGAINST - CORRECTED,AGAINST - CORRECTED,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Platforma Obywatelska,PO,marek.plura@europarl.europa.eu,marek_plura,http://www.europarl.europa.eu/meps/en/124881/_home.html
Tomasz Piotr,Poręba,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,tomasz.poreba@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96801/_home.html
Dariusz,Rosati,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,dariusz.rosati@europarl.europa.eu,DariuszRosati,http://www.europarl.europa.eu/meps/en/28394/_home.html
Jacek,Saryusz-Wolski,Poland,-,Non-attached,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Platforma Obywatelska,PO,jacek.saryusz-wolski@europarl.europa.eu,JSaryuszWolski,http://www.europarl.europa.eu/meps/en/28297/_home.html
Czesław Adam,Siekierski,Poland,-,EPP,AGAINST,FOR,-,AGAINST,ABSTAINED,FOR,AGAINST,AGAINST,Polskie Stronnictwo Ludowe,PSL,czeslaw.siekierski@europarl.europa.eu,CzSiekierski,http://www.europarl.europa.eu/meps/en/23787/_home.html
Bogusław,Sonik,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Platforma Obywatelska,PO,boguslaw.sonik@europarl.europa.eu,SonikBoguslaw,http://www.europarl.europa.eu/meps/en/28299/_home.html
Dobromir,Sośnierz,Poland,-,Non-attached,AGAINST,FOR,YES,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Wolność,Wolność,dobromir.sosnierz@ep.europa.eu,d_sosnierz,http://www.europarl.europa.eu/meps/en/192298/_home.html
Adam,Szejnfeld,Poland,-,EPP,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,adam.szejnfeld@europarl.europa.eu,szejnfeld,http://www.europarl.europa.eu/meps/en/124890/_home.html
Kazimierz Michał,Ujazdowski,Poland,-,Non-attached,ABSTAINED - CORRECTED,ABSTAINED,-,AGAINST,FOR,ABSTAINED,FOR,AGAINST,Independent,Independent,kazimierzmichal.ujazdowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/23791/_home.html
Róża Gräfin,von Thun Und Hohenstein,Poland,-,EPP,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,roza.thun@europarl.europa.eu,rozathun,http://www.europarl.europa.eu/meps/en/96776/_home.html
Jarosław,Wałęsa,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,jaroslaw.walesa@europarl.europa.eu,WalesaMEP,http://www.europarl.europa.eu/meps/en/96774/_home.html
Jadwiga,Wiśniewska,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,jadwiga.wisniewska@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124877/_home.html
Bogdan Andrzej,Zdrojewski,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Platforma Obywatelska,PO,bogdan.zdrojewski@europarl.europa.eu,BZdrojewski,http://www.europarl.europa.eu/meps/en/124893/_home.html
Janusz,Zemke,Poland,-,S&D,ABSTAINED,ABSTAINED,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sojusz Lewicy Demokratycznej - Unia Pracy,SLD-UP,janusz.zemke@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96784/_home.html
Kosma,Złotowski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,kosma.zlotowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124884/_home.html
Stanisław,Żółtek,Poland,-,ENF,AGAINST,FOR,YES,FOR,ABSTAINED,AGAINST,AGAINST,AGAINST,Kongres Nowej Prawicy,KNP,stanislawjozef.zoltek@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124902/_home.html
Tadeusz,Zwiefka,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,tadeusz.zwiefka@europarl.europa.eu,TadeuszZwiefka,http://www.europarl.europa.eu/meps/en/28301/_home.html
