First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
Frédérique,Ries,Belgium,Collège électoral français,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Mouvement Réformateur,MR,frederique.ries@europarl.europa.eu,Frederiqueries,http://www.europarl.europa.eu/meps/en/4253/_home.html
Claude,Rolin,Belgium,Collège électoral français,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Centre Démocrate Humaniste,cdH,claude.rolin@europarl.europa.eu,clauderolin,http://www.europarl.europa.eu/meps/en/125107/_home.html
Bart,Staes,Belgium,Nederlands Kiescollege,Greens/EFA,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Groen,Groen,bart.staes@europarl.europa.eu,BartStaes,http://www.europarl.europa.eu/meps/en/4751/_home.html
Helga,Stevens,Belgium,Nederlands Kiescollege,ECR,AGAINST,FOR,-,AGAINST,AGAINST,FOR,AGAINST,AGAINST,Nieuw-Vlaamse Alliantie,NVA,helga.stevens@europarl.europa.eu,StevensHelga,http://www.europarl.europa.eu/meps/en/125105/_home.html
Marc,Tarabella,Belgium,Collège électoral français,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti Socialiste,PS,marc.tarabella@europarl.europa.eu,marctarabella,http://www.europarl.europa.eu/meps/en/29579/_home.html
Anneleen,Van Bossuyt,Belgium,Nederlands Kiescollege,ECR,AGAINST,FOR,-,AGAINST,AGAINST,FOR,AGAINST,AGAINST,Nieuw-Vlaamse Alliantie,NVA,anneleen.vanbossuyt@europarl.europa.eu,anneleen_vb,http://www.europarl.europa.eu/meps/en/117491/_home.html
Kathleen,Van Brempt,Belgium,Nederlands Kiescollege,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Socialistische Partij.Anders,SP.A,kathleen.vanbrempt@europarl.europa.eu,kvanbrempt,http://www.europarl.europa.eu/meps/en/5729/_home.html
Tom,Vandenkendelaere,Belgium,Nederlands Kiescollege,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Christen-Democratisch & Vlaams,CD&V,tom.vandenkendelaere@europarl.europa.eu,tomvdkendelaere,http://www.europarl.europa.eu/meps/en/129164/_home.html
Hilde,Vautmans,Belgium,Nederlands Kiescollege,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Open Vlaamse Liberalen en Democraten,Open VLD,hilde.vautmans@europarl.europa.eu,hildevautmans,http://www.europarl.europa.eu/meps/en/130100/_home.html
Guy,Verhofstadt,Belgium,Nederlands Kiescollege,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Open Vlaamse Liberalen en Democraten,Open VLD,guy.verhofstadt@europarl.europa.eu,GuyVerhofstadt,http://www.europarl.europa.eu/meps/en/97058/_home.html
Lieve,Wierinck,Belgium,Nederlands Kiescollege,ALDE,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Open Vlaamse Liberalen en Democraten,Open VLD,lieve.wierinck@europarl.europa.eu,lievewierinck,http://www.europarl.europa.eu/meps/en/183022/_home.html
