First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
Laura,Ferrara,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,laura.ferrara@europarl.europa.eu,LFerraraM5S,http://www.europarl.europa.eu/meps/en/124833/_home.html
Raffaele,Fitto,Italy,Meridionale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Conservatori e Riformisti,CoR,raffaele.fitto@europarl.europa.eu,raffaelefitto,http://www.europarl.europa.eu/meps/en/4465/_home.html
Eleonora,Forenza,Italy,Meridionale,GUE/NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Lista Tsipras-L'Altra Europa,L’Altra Europa con Tsipras,eleonora.forenza@europarl.europa.eu,eleonoraforenza,http://www.europarl.europa.eu/meps/en/125193/_home.html
Elisabetta,Gardini,Italy,Nord-Orientale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,elisabetta.gardini@europarl.europa.eu,EGardini,http://www.europarl.europa.eu/meps/en/58758/_home.html
Enrico,Gasbarra,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,enrico.gasbarra@europarl.europa.eu,enricogasbarra,http://www.europarl.europa.eu/meps/en/124817/_home.html
Elena,Gentile,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,elena.gentile@europarl.europa.eu,elena_gentile,http://www.europarl.europa.eu/meps/en/124847/_home.html
Michela,Giuffrida,Italy,Insulare,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Partito Democratico,PD,michela.giuffrida@europarl.europa.eu,m_giuffrida,http://www.europarl.europa.eu/meps/en/124864/_home.html
Roberto,Gualtieri,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,roberto.gualtieri@europarl.europa.eu,gualtierieurope,http://www.europarl.europa.eu/meps/en/96892/_home.html
Cécile Kashetu,Kyenge,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Partito Democratico,PD,kashetu.kyenge@europarl.europa.eu,ckyenge,http://www.europarl.europa.eu/meps/en/124801/_home.html
Giovanni,La Via,Italy,Insulare,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Alternativa Popolare,AP,giovanni.lavia@europarl.europa.eu,GiovanniLaVia,http://www.europarl.europa.eu/meps/en/96816/_home.html
Danilo Oscar,Lancini,Italy,Nord-Occidentale,ENF,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lega Nord,LN,danilo.lancini@ep.europe.eu,,http://www.europarl.europa.eu/meps/en/192635/_home.html
Innocenzo,Leontini,Italy,Insulare,ECR,FOR,AGAINST,-,AGAINST,AGAINST,NOT PRESENT,NOT PRESENT,NOT PRESENT,Forza Italia,FI,innocenzo.leontini@europarl.europa.eu,ileontini,http://www.europarl.europa.eu/meps/en/72754/_home.html
Curzio,Maltese,Italy,Nord-Occidentale,GUE/NGL,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Lista Tsipras-L'Altra Europa,L’Altra Europa con Tsipras,curzio.maltese@europarl.europa.eu,curziomaltesetw,http://www.europarl.europa.eu/meps/en/125192/_home.html
Fulvio,Martusciello,Italy,Meridionale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,fulvio.martusciello@europarl.europa.eu,fulviomartuscie,http://www.europarl.europa.eu/meps/en/124828/_home.html
Barbara,Matera,Italy,Meridionale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,barbara.matera@europarl.europa.eu,BarbaraMateraUe,http://www.europarl.europa.eu/meps/en/96813/_home.html
Stefano,Maullu,Italy,Nord-Occidentale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,stefano.maullu@europarl.europa.eu,stefanomaullu,http://www.europarl.europa.eu/meps/en/133326/_home.html
Giulia,Moi,Italy,Insulare,EFDD,ABSTAINED,ABSTAINED,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Movimento 5 Stelle,M5S,giulia.moi@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124859/_home.html
Luigi,Morgano,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,luigi.morgano@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124788/_home.html
Alessia Maria,Mosca,Italy,Nord-Occidentale,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partito Democratico,PD,alessia.mosca@europarl.europa.eu,alessiamosca,http://www.europarl.europa.eu/meps/en/124868/_home.html
Alessandra,Mussolini,Italy,Centrale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,alessandra.mussolini@europarl.europa.eu,Ale_Mussolini_,http://www.europarl.europa.eu/meps/en/28429/_home.html
Pier Antonio,Panzeri,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,pierantonio.panzeri@europarl.europa.eu,AntonioPanzeri,http://www.europarl.europa.eu/meps/en/28365/_home.html
Massimo,Paolucci,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,massimo.paolucci@europarl.europa.eu,MassimoPaolucc6,http://www.europarl.europa.eu/meps/en/124849/_home.html
Aldo,Patriciello,Italy,Meridionale,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,aldo.patriciello@europarl.europa.eu,PatricielloAldo,http://www.europarl.europa.eu/meps/en/36392/_home.html
Piernicola,Pedicini,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,piernicola.pedicini@europarl.europa.eu,PediciniM5S,http://www.europarl.europa.eu/meps/en/124844/_home.html
Pina,Picierno,Italy,Meridionale,S&D,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partito Democratico,PD,giuseppina.picierno@europarl.europa.eu,pinapic,http://www.europarl.europa.eu/meps/en/124846/_home.html
Massimiliano,Salini,Italy,Nord-Occidentale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,massimiliano.salini@europarl.europa.eu,MaxSalini,http://www.europarl.europa.eu/meps/en/125670/_home.html
David-Maria,Sassoli,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,david.sassoli@europarl.europa.eu,DavidSassoli,http://www.europarl.europa.eu/meps/en/96864/_home.html
Elly,Schlein,Italy,Nord-Orientale,S&D,AGAINST,FOR,-,ABSTAINED,FOR,ABSTAINED,ABSTAINED,AGAINST,Independent,Independent,elly.schlein@europarl.europa.eu,ellyesse,http://www.europarl.europa.eu/meps/en/124804/_home.html
Giancarlo,Scottà,Italy,Nord-Orientale,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lega Nord,LN,giancarlo.scotta@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/96996/_home.html
Remo,Sernagiotto,Italy,Nord-Orientale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservatori e Riformisti,CoR,remo.sernagiotto@europarl.europa.eu,SernagiottoRemo,http://www.europarl.europa.eu/meps/en/124794/_home.html
Renato,Soru,Italy,Insulare,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partito Democratico,PD,renato.soru@europarl.europa.eu,renatosoru,http://www.europarl.europa.eu/meps/en/124860/_home.html
Barbara,Spinelli,Italy,Centrale,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,barbara.spinelli@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124810/_home.html
Antonio,Tajani,Italy,Centrale,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Forza Italia,FI,antonio.tajani@europarl.europa.eu,Antonio_Tajani,http://www.europarl.europa.eu/meps/en/2187/_home.html
Dario,Tamburrano,Italy,Centrale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,dario.tamburrano@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124813/_home.html
Patrizia,Toia,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,patrizia.toia@europarl.europa.eu,toiapatrizia,http://www.europarl.europa.eu/meps/en/28340/_home.html
Marco,Valli,Italy,Nord-Occidentale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,marco.valli@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124778/_home.html
Daniele,Viotti,Italy,Nord-Occidentale,S&D,AGAINST,FOR,YES,AGAINST,ABSTAINED,AGAINST,AGAINST,AGAINST,Partito Democratico,PD,daniele.viotti@europarl.europa.eu,danieleviotti,http://www.europarl.europa.eu/meps/en/124791/_home.html
Marco,Zanni,Italy,Nord-Occidentale,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Independent,Independent,marco.zanni@europarl.europa.eu,Marcozanni86,http://www.europarl.europa.eu/meps/en/124780/_home.html
Flavio,Zanonato,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,ABSTAINED,AGAINST,FOR,AGAINST,Articolo UNO – Movimento Democratico e Progressista,Articolo UNO - MDP,fausto.galanti@yahoo.it,flaviozanonato,http://www.europarl.europa.eu/meps/en/124800/_home.html
Damiano,Zoffoli,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,damiano.zoffoli@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/131051/_home.html
Marco,Zullo,Italy,Nord-Orientale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,marco.zullo@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125237/_home.html
