First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
Gunnar,Hökmark,Sweden,-,EPP,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Moderaterna,M,gunnar.hokmark@europarl.europa.eu,ghokmark,http://www.europarl.europa.eu/meps/en/28124/_home.html
Olle,Ludvigsson,Sweden,-,S&D,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Arbetarepartiet- Socialdemokraterna,SAP,olle.ludvigsson@europarl.europa.eu,olleludvigsson,http://www.europarl.europa.eu/meps/en/96673/_home.html
Peter,Lundgren,Sweden,-,ECR,AGAINST,FOR - CORRECTED,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Sverigedemokraterna,SD,peter.lundgren@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124996/_home.html
Soraya,Post,Sweden,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Feministiskt initiativ,Fi,soraya.post@europarl.europa.eu,sorayapostfi,http://www.europarl.europa.eu/meps/en/124997/_home.html
Jasenko,Selimovic,Sweden,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Liberalerna,L,jasenko.selimovic@europarl.europa.eu,jasenkos,http://www.europarl.europa.eu/meps/en/134243/_home.html
Anders,Sellström,Sweden,-,EPP,AGAINST,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Kristdemokraterna,KD,anders.sellstrom@europarl.europa.eu,ASellstroem,http://www.europarl.europa.eu/meps/en/194658/_home.html
Marita,Ulvskog,Sweden,-,S&D,FOR,AGAINST - CORRECTED,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Arbetarepartiet- Socialdemokraterna,SAP,marita.ulvskog@europarl.europa.eu,maritaulvskog,http://www.europarl.europa.eu/meps/en/96672/_home.html
Bodil,Valero,Sweden,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Miljöpartiet de gröna,MP,bodil.valero@europarl.europa.eu,bodilvalero,http://www.europarl.europa.eu/meps/en/124993/_home.html
Cecilia,Wikström,Sweden,-,ALDE,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Liberalerna,L,cecilia.wikstrom@europarl.europa.eu,CeciliaWikstrom,http://www.europarl.europa.eu/meps/en/96677/_home.html
Kristina,Winberg,Sweden,-,ECR,AGAINST,FOR - CORRECTED,-,FOR,ABSTAINED,ABSTAINED,AGAINST,AGAINST,Sverigedemokraterna,SD,kristina.winberg@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124995/_home.html
