First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
Dominique,Martin,France,Sud-Est,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,dominique.martin@europarl.europa.eu,dmartinfn,http://www.europarl.europa.eu/meps/en/124751/_home.html
Edouard,Martin,France,Est,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,edouard.martin@europarl.europa.eu,edouardmartineu,http://www.europarl.europa.eu/meps/en/124947/_home.html
Emmanuel,Maurel,France,Ouest,GUE/NGL,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,emmanuel.maurel@europarl.europa.eu,emmanuelmaurel,http://www.europarl.europa.eu/meps/en/24505/_home.html
Joëlle,Mélin,France,Sud-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,joelle.melin@europarl.europa.eu,JoelleMelinRN,http://www.europarl.europa.eu/meps/en/124765/_home.html
Bernard,Monot,France,Massif Central-Centre,EFDD,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,bernard.monot@europarl.europa.eu,bernard_monot,http://www.europarl.europa.eu/meps/en/124761/_home.html
Sophie,Montel,France,Est,Non-attached,FOR,AGAINST,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Rassemblement national,RN,sophie.montel@europarl.europa.eu,Sophie_Montel,http://www.europarl.europa.eu/meps/en/124769/_home.html
Nadine,Morano,France,Est,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,nadine.morano@europarl.europa.eu,nadine__morano,http://www.europarl.europa.eu/meps/en/72779/_home.html
Elisabeth,Morin-Chartier,France,Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,elisabeth.morinchartier@europarl.europa.eu,emorinchartier,http://www.europarl.europa.eu/meps/en/38596/_home.html
Renaud,Muselier,France,Sud-Est,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Les Républicains,LR,renaud.muselier@europarl.europa.eu,RenaudMuselier,http://www.europarl.europa.eu/meps/en/124729/_home.html
Younous,Omarjee,France,Outre-Mer,GUE/NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,ABSTAINED,FOR,L'union pour les Outremer,UOM,younous.omarjee@europarl.europa.eu,younousomarjee,http://www.europarl.europa.eu/meps/en/30482/_home.html
Gilles,Pargneaux,France,Nord-Ouest,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,gilles.pargneaux@europarl.europa.eu,gillespargneaux,http://www.europarl.europa.eu/meps/en/96948/_home.html
Vincent,Peillon,France,Sud-Est,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,vincent.peillon@europarl.europa.eu,Vincent_Peillon,http://www.europarl.europa.eu/meps/en/28166/_home.html
Florian,Philippot,France,Est,EFDD,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Rassemblement national,RN,florian.philippot@europarl.europa.eu,f_philippot,http://www.europarl.europa.eu/meps/en/110977/_home.html
Maurice,Ponga,France,Outre-Mer,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Les Républicains,LR,maurice.ponga@europarl.europa.eu,mauriceponga,http://www.europarl.europa.eu/meps/en/96931/_home.html
Franck,Proust,France,Sud-Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,franck.proust@europarl.europa.eu,franckproust,http://www.europarl.europa.eu/meps/en/108080/_home.html
Christine,Revault D'Allonnes Bonnefoy,France,Ile-de-France,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,christine.revaultdallonnesBONNEFOY@europarl.europa.eu,cdallonnes,http://www.europarl.europa.eu/meps/en/124287/_home.html
Dominique,Riquet,France,Nord-Ouest,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Parti Radical - UDI,UDI,dominique.riquet@europarl.europa.eu,DominiqueRiquet,http://www.europarl.europa.eu/meps/en/96885/_home.html
Michèle,Rivasi,France,Sud-Est,Greens/EFA,ABSTAINED,FOR - CORRECTED,-,FOR,FOR,AGAINST,ABSTAINED,FOR,Europe écologie,EELV,michele.rivasi@europarl.europa.eu,MicheleRivasi,http://www.europarl.europa.eu/meps/en/96743/_home.html
Robert,Rochefort,France,Sud-Ouest,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Mouvement Démocrate,MoDem,robert.rochefort@europarl.europa.eu,robertrochefort,http://www.europarl.europa.eu/meps/en/97022/_home.html
Virginie,Rozière,France,Sud-Ouest,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti radical de gauche,PRG,virginie.roziere@europarl.europa.eu,Vroziere,http://www.europarl.europa.eu/meps/en/103845/_home.html
Tokia,Saïfi,France,Nord-Ouest,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,tokia.saifi@europarl.europa.eu,TokiaSaifi,http://www.europarl.europa.eu/meps/en/4345/_home.html
Anne,Sander,France,Est,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Les Républicains,LR,anne.sander@europarl.europa.eu,ASanderMEP,http://www.europarl.europa.eu/meps/en/24594/_home.html
Jean-Luc,Schaffhauser,France,Ile-de-France,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement bleu Marine,RBM,jean-luc.schaffhauser@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124755/_home.html
Isabelle,Thomas,France,Ouest,S&D,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Parti socialiste,PS,isabelle.thomas@europarl.europa.eu,Isabel_thomasEU,http://www.europarl.europa.eu/meps/en/114279/_home.html
Mylène,Troszczynski,France,Nord-Ouest,ENF,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Rassemblement national,RN,mylene.troszczynski@europarl.europa.eu,troszczynski_fn,http://www.europarl.europa.eu/meps/en/124758/_home.html
Marie-Christine,Vergiat,France,Sud-Est,GUE/NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,ABSTAINED,AGAINST,Front de Gauche,FDG,marie-christine.vergiat@europarl.europa.eu,MCVergiat,http://www.europarl.europa.eu/meps/en/96858/_home.html
Marie-Pierre,Vieu,France,Sud-Ouest,GUE/NGL,FOR,AGAINST,-,AGAINST,ABSTAINED,ABSTAINED,FOR,FOR,Front de Gauche,FDG,marie-pierre.vieu@europarl.europa.eu,mariepierrevieu,http://www.europarl.europa.eu/meps/en/188721/_home.html
