First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
Agustín,Díaz De Mera García Consuegra,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,agustin.diazdemera@europarl.europa.eu,ppegrupo,http://www.europarl.europa.eu/meps/en/28397/_home.html
Rosa,Estaràs Ferragut,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,rosa.estaras@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96811/_home.html
Jonás,Fernández,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,jonas.fernandezalvarez@europarl.europa.eu,jonasfernandez,http://www.europarl.europa.eu/meps/en/125046/_home.html
Santiago,Fisas Ayxelà,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,santiago.fisasayxela@europarl.europa.eu,SantiagoFisas,http://www.europarl.europa.eu/meps/en/96729/_home.html
Francesc,Gambús,Spain,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,FOR,NOT PRESENT,AGAINST,0,Independiente,francesc.gambus@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125006/_home.html
Iratxe,García Pérez,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,iratxe.garcia-perez@europarl.europa.eu,IratxeGarper,http://www.europarl.europa.eu/meps/en/28298/_home.html
Eider,Gardiazabal Rubial,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,eider.gardiazabalrubial@europarl.europa.eu,EGardiazabal,http://www.europarl.europa.eu/meps/en/96991/_home.html
María Teresa,Giménez Barbat,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,0,Independiente,teresa.gimenezbarbat@europarl.europa.eu,gimenezbarbat,http://www.europarl.europa.eu/meps/en/135491/_home.html
Tania,González Peñas,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,tania.gonzalezpenas@europarl.europa.eu,TaniaGonzalezPs,http://www.europarl.europa.eu/meps/en/127330/_home.html
Esteban,González Pons,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,esteban.gonzalezpons@europarl.europa.eu,gonzalezpons,http://www.europarl.europa.eu/meps/en/125027/_home.html
Enrique,Guerrero Salom,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,enrique.guerrerosalom@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96768/_home.html
Sergio,Gutiérrez Prieto,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,sergio.gutierrezprieto@europarl.europa.eu,sergio_gp,http://www.europarl.europa.eu/meps/en/103488/_home.html
Esther,Herranz García,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,esther.herranzgarcia@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/22418/_home.html
Carlos,Iturgaiz,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,carlos.iturgaiz@europarl.europa.eu,carlositurgaiz,http://www.europarl.europa.eu/meps/en/28398/_home.html
Ramón,Jáuregui Atondo,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,ramon.jaureguiatondo@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/97078/_home.html
Teresa,Jiménez-Becerril Barrio,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,teresa.jimenez-becerril@ep.europa.eu,teresajbecerril,http://www.europarl.europa.eu/meps/en/96806/_home.html
Verónica,Lope Fontagné,Spain,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,veronica.lopefontagne@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96765/_home.html
Javi,López,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partit dels Socialistes de Catalunya,PSC,javi.lopez@europarl.europa.eu,fjavilopez,http://www.europarl.europa.eu/meps/en/125042/_home.html
Juan Fernando,López Aguilar,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Socialista Obrero Español,PSOE,juanfernando.lopezaguilar@europarl.europa.eu,JFLopezAguilar,http://www.europarl.europa.eu/meps/en/96812/_home.html
Paloma,López Bermejo,Spain,-,GUE/NGL,ABSTAINED,FOR,-,AGAINST,AGAINST,ABSTAINED,ABSTAINED,AGAINST,Izquierda Unida,IU,paloma.lopez@europarl.europa.eu,palomalopezB,http://www.europarl.europa.eu/meps/en/125047/_home.html
Antonio,López-Istúriz White,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,antonio.lopezisturiz@europarl.europa.eu,TonoEPP,http://www.europarl.europa.eu/meps/en/28399/_home.html
Florent,Marcellesi,Spain,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,EQUO,EQUO,florent.marcellesi@europarl.europa.eu,fmarcellesi,http://www.europarl.europa.eu/meps/en/26146/_home.html
Gabriel,Mato,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,gabriel.mato@europarl.europa.eu,GabrielMatoA,http://www.europarl.europa.eu/meps/en/96936/_home.html
Francisco José,Millán Mon,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,francisco.millanmon@europarl.europa.eu,ppegrupo,http://www.europarl.europa.eu/meps/en/28400/_home.html
Ana,Miranda,Spain,-,Greens/EFA,NOT PRESENT,NOT PRESENT,YES,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Bloque Nacionalista Galego,BNG,ana.miranda@ep.europa.eu,AnaMirandaMEP,http://www.europarl.europa.eu/meps/en/24942/_home.html
Javier,Nart,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Ciudadanos-Partido de la Ciudadanía,Cs,javier.nart@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125005/_home.html
Maite,Pagazaurtundúa Ruiz,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,ABSTAINED,"Unión, Progreso y Democracia",UPYD,maite.pagaza@ep.europa.eu,maitepagaza,http://www.europarl.europa.eu/meps/en/125038/_home.html
Carolina,Punset,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Ciudadanos-Partido de la Ciudadanía,Cs,carolina.punset@europarl.europa.eu,carolinapunset,http://www.europarl.europa.eu/meps/en/90110/_home.html
Inmaculada,Rodríguez-Piñero Fernández,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,inma.rodriguezpinero@europarl.europa.eu,RodriguezPinero,http://www.europarl.europa.eu/meps/en/125043/_home.html
José Ignacio,Salafranca Sánchez-Neyra,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,joseignacio.salafranca@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/2002/_home.html
Lola,Sánchez Caldentey,Spain,-,GUE/NGL,AGAINST,FOR,YES,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,mariadoloreslola.sanchezcaldentey@europarl.europa.eu,LolaPodemos,http://www.europarl.europa.eu/meps/en/125035/_home.html
Maria Lidia,Senra Rodríguez,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,ABSTAINED,ABSTAINED,ABSTAINED,NOT PRESENT,Alternativa galega de esquerda en Europa,AGE en Europa,lidia.senra@europarl.europa.eu,LidiaSenra,http://www.europarl.europa.eu/meps/en/125049/_home.html
Jordi,Solé,Spain,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,ABSTAINED,AGAINST,Esquerra Republicana de Catalunya,ERC,jordi.sole@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/185974/_home.html
Josep-Maria,Terricabras,Spain,-,Greens/EFA,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Esquerra Republicana de Catalunya,ERC,josep-maria.terricabras@europarl.europa.eu,jmterricabras,http://www.europarl.europa.eu/meps/en/124932/_home.html
Estefanía,Torres  Martínez,Spain,-,GUE/NGL,NOT PRESENT,NOT PRESENT,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,PODEMOS,PODEMOS,estefania.torresmartinez@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/131749/_home.html
Ramon,Tremosa I Balcells,Spain,-,ALDE,AGAINST - CORRECTED,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Partit Demòcrata Europeu i Català,PDeCAT,ramon.tremosa@europarl.europa.eu,ramontremosa,http://www.europarl.europa.eu/meps/en/97203/_home.html
Miguel,Urbán Crespo,Spain,-,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,NOT PRESENT,PODEMOS,PODEMOS,miguel.urbancrespo@europarl.europa.eu,MiguelUrban,http://www.europarl.europa.eu/meps/en/131507/_home.html
Ernest,Urtasun,Spain,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Iniciativa per Catalunya Verds,ICV,ernest.urtasun@europarl.europa.eu,ernesturtasun,http://www.europarl.europa.eu/meps/en/124972/_home.html
Ramón Luis,Valcárcel Siso,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,ramonluis.valcarcelsiso@europarl.europa.eu,RL_Valcarcel,http://www.europarl.europa.eu/meps/en/125032/_home.html
Elena,Valenciano,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,elena.valenciano@europarl.europa.eu,ElenaValenciano,http://www.europarl.europa.eu/meps/en/4334/_home.html
Ángela,Vallina,Spain,-,GUE/NGL,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,ABSTAINED,AGAINST,Izquierda Unida,IU,angela.vallina@europarl.europa.eu,AngelaVallina,http://www.europarl.europa.eu/meps/en/125050/_home.html
