First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
Ramona Nicole,Mănescu,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partidul Național Liberal,PNL,ramonanicole.manescu@europarl.europa.eu,RamonaManescu,http://www.europarl.europa.eu/meps/en/39717/_home.html
Marian-Jean,Marinescu,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,marian-jean.marinescu@europarl.europa.eu,MarianMarinescu,http://www.europarl.europa.eu/meps/en/33982/_home.html
Sorin,Moisă,Romania,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partidul Social Democrat,PSD,sorin.moisa@europarl.europa.eu,sorinmoisa,http://www.europarl.europa.eu/meps/en/124789/_home.html
Siegfried,Mureşan,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,siegfried.muresan@europarl.europa.eu,SMuresan,http://www.europarl.europa.eu/meps/en/124802/_home.html
Dan,Nica,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Social Democrat,PSD,dan.nica@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124784/_home.html
Norica,Nicolai,Romania,-,ALDE,NOT PRESENT,NOT PRESENT,YES,AGAINST,AGAINST,AGAINST,FOR,NOT PRESENT,ALDE Romania,ALDE,norica.nicolai@europarl.europa.eu,Norica_Nicolai,http://www.europarl.europa.eu/meps/en/96825/_home.html
Ioan Mircea,Paşcu,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,AGAINST,FOR,NOT PRESENT,Partidul Social Democrat,PSD,ioanmircea.pascu@europarl.europa.eu,ioanmirceapascu,http://www.europarl.europa.eu/meps/en/33984/_home.html
Emilian,Pavel,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,FOR,FOR,FOR,Partidul Social Democrat,PSD,emilian.pavel@europarl.europa.eu,PavelEmilian,http://www.europarl.europa.eu/meps/en/129256/_home.html
Răzvan,Popa,Romania,-,S&D,AGAINST - CORRECTED,FOR,-,AGAINST,FOR,FOR,FOR,FOR,Partidul Social Democrat,PSD,razvan.popa@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/189490/_home.html
Cristian Dan,Preda,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Independent,Independent,cristiandan.preda@europarl.europa.eu,CDPreda,http://www.europarl.europa.eu/meps/en/96838/_home.html
Laurenţiu,Rebega,Romania,-,ECR,NOT PRESENT,NOT PRESENT,-,ABSTAINED,ABSTAINED,ABSTAINED,ABSTAINED,AGAINST,Independent,Independent,laurentiu.rebega@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124792/_home.html
Daciana Octavia,Sârbu,Romania,-,S&D,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,dacianaoctavia.sarbu@europarl.europa.eu,DacianaSarbu,http://www.europarl.europa.eu/meps/en/33989/_home.html
Csaba,Sógor,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,NOT PRESENT,FOR,Uniunea Democrată Maghiară din România,UDMR,csaba.sogor@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/39724/_home.html
Theodor Dumitru,Stolojan,Romania,-,EPP,ABSTAINED,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,theodordumitru.stolojan@europarl.europa.eu,TheodorStolojan,http://www.europarl.europa.eu/meps/en/39721/_home.html
Claudiu Ciprian,Tănăsescu,Romania,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,claudiuciprian.tanasescu@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96847/_home.html
Claudia,Țapardel,Romania,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,ana-claudia.tapardel@europarl.europa.eu,ClaudiaTapardel,http://www.europarl.europa.eu/meps/en/124793/_home.html
Mihai,Ţurcanu,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,mihai.turcanu@europarl.europa.eu,turcanu2014,http://www.europarl.europa.eu/meps/en/131750/_home.html
Traian,Ungureanu,Romania,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,ABSTAINED,AGAINST,Partidul Naţional Liberal,PNL,traian.ungureanu@europarl.europa.eu,TraianUngureanu,http://www.europarl.europa.eu/meps/en/96835/_home.html
Adina-Ioana,Vălean,Romania,-,EPP,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Partidul Naţional Liberal,PNL,adinaioana.valean@europarl.europa.eu,AdinaValean,http://www.europarl.europa.eu/meps/en/37324/_home.html
Renate,Weber,Romania,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,renate.weber@europarl.europa.eu,renateweber,http://www.europarl.europa.eu/meps/en/39713/_home.html
Iuliu,Winkler,Romania,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Uniunea Democrată Maghiară din România,UDMR,iuliu.winkler@europarl.europa.eu,IuliuWinkler,http://www.europarl.europa.eu/meps/en/39725/_home.html
Maria Gabriela,Zoană,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partidul Social Democrat,PSD,mariagabriela.zoana@ep.europa.eu,gabriela_zoana,http://www.europarl.europa.eu/meps/en/191377/_home.html
