First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage
John,Procter,UK,Yorkshire and the Humber,ECR,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,john.procter@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/185628/_home.html
Julia,Reid,UK,South West Region,EFDD,AGAINST,FOR,-,NOT PRESENT,NOT PRESENT,ABSTAINED,NOT PRESENT,AGAINST,United Kingdom Independence Party,UKIP,julia.reid@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/106202/_home.html
Molly,Scott Cato,UK,South West Region,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Green Party,GRN,office@mollymep.org.uk,MollyMEP,http://www.europarl.europa.eu/meps/en/124942/_home.html
Jill,Seymour,UK,West Midlands,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,United Kingdom Independence Party,UKIP,enquiries@jseymourmep.co.uk,JSeymourUKIP,http://www.europarl.europa.eu/meps/en/124950/_home.html
Siôn,Simon,UK,West Midlands,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,sion.simon@europarl.europa.eu,sionsimon,http://www.europarl.europa.eu/meps/en/124948/_home.html
Alyn,Smith,UK,Scotland,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Scottish National Party,SNP,alyn.smith@europarl.europa.eu,AlynSmithMEP,http://www.europarl.europa.eu/meps/en/28508/_home.html
Kay,Swinburne,UK,Wales,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,kay.swinburne@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96920/_home.html
Charles,Tannock,UK,London,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,charles.tannock@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/4521/_home.html
Keith,Taylor,UK,South East,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Green Party,GRN,keith.taylor@europarl.europa.eu,GreenKeithMEP,http://www.europarl.europa.eu/meps/en/102931/_home.html
Geoffrey,Van Orden,UK,Eastern Region,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Conservative Party,CP,geoffrey.vanorden@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/4513/_home.html
Derek,Vaughan,UK,Wales,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,derek.vaughan@europarl.europa.eu,derekvaughan,http://www.europarl.europa.eu/meps/en/96918/_home.html
Julie,Ward,UK,North West,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,julie.ward@europarl.europa.eu,julie4nw,http://www.europarl.europa.eu/meps/en/124963/_home.html
Steven,Woolfe,UK,North West,Non-attached,AGAINST,FOR,YES,AGAINST,AGAINST,FOR,AGAINST,FOR,Independent,Independent,steven.woolfe@europarl.europa.eu,Steven_Woolfe,http://www.europarl.europa.eu/meps/en/124966/_home.html
